Feature,Importance
Drive_Duration,0.2982346083074419
HRV_MaxNN,0.2672795592984504
HRV_SDSD,0.09894332483496726
HRV_RMSSD,0.0867144721388261
HRV_CVNN,0.07913350248856361
HRV_SDNN,0.06926865295875081
Smooth_BPM,0.06846788933254454
raw_hr,0.03195799064045548
Time_Period,0.0
