Timestamp,Time_Period,Drive_Duration,window_id,raw_hr,Smooth_BPM,drowsiness_label,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_pNN50,HRV_MinNN,HRV_MaxNN
2025-12-15 15:17:25.714285714,2,0 days 00:17:25.714285714,19,86.5,84.83333333333333,2,704.1706952140692,20.806400274239362,30.720223472470906,33.52550259711232,0.02954738164432443,16.666666666666664,667.4082200402211,730.8160915363808
2025-12-15 15:17:34.285714285,2,0 days 00:17:34.285714285,19,82.0999984741211,84.83333333333333,2,704.1706952140692,20.806400274239362,30.720223472470906,33.52550259711232,0.02954738164432443,16.666666666666664,667.4082200402211,730.8160915363808
2025-12-15 15:17:42.857142857,2,0 days 00:17:42.857142857,19,85.9000015258789,84.83333333333333,2,704.1706952140692,20.806400274239362,30.720223472470906,33.52550259711232,0.02954738164432443,16.666666666666664,667.4082200402211,730.8160915363808
2025-12-15 15:17:51.428571428,2,0 days 00:17:51.428571428,19,85.4000015258789,85.4000015258789,2,704.1706952140692,20.806400274239362,30.720223472470906,33.52550259711232,0.02954738164432443,16.666666666666664,667.4082200402211,730.8160915363808
2025-12-15 15:18:00.000000000,2,0 days 00:18:00,20,85.4000015258789,83.43333435058594,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:08.571428571,2,0 days 00:18:08.571428571,20,87.80000305175781,83.43333435058594,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:17.142857142,2,0 days 00:18:17.142857142,20,77.0999984741211,83.43333435058594,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:25.714285714,2,0 days 00:18:25.714285714,20,77.5,81.76666514078777,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:34.285714285,2,0 days 00:18:34.285714285,20,80.19999694824219,81.76666514078777,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:42.857142857,2,0 days 00:18:42.857142857,20,87.5999984741211,81.76666514078777,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:18:51.428571428,2,0 days 00:18:51.428571428,20,87.19999694824219,87.19999694824219,2,722.7836709522924,42.733202270787345,48.41241799832758,52.96700609109407,0.05912308756849042,33.33333333333333,683.371274652806,778.2101321330016
2025-12-15 15:19:00.000000000,2,0 days 00:19:00,21,87.19999694824219,82.93333435058594,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:08.571428571,2,0 days 00:19:08.571428571,21,82.30000305175781,82.93333435058594,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:17.142857142,2,0 days 00:19:17.142857142,21,79.30000305175781,82.93333435058594,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:25.714285714,2,0 days 00:19:25.714285714,21,85.5,82.46666717529297,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:34.285714285,2,0 days 00:19:34.285714285,21,81.5999984741211,82.46666717529297,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:42.857142857,2,0 days 00:19:42.857142857,21,80.30000305175781,82.46666717529297,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:19:51.428571428,2,0 days 00:19:51.428571428,21,76.5999984741211,76.5999984741211,2,734.4671739506124,32.37575012641682,36.55693867835304,36.07611676014331,0.04408059512349813,16.666666666666664,688.0734185760715,783.2898328355801
2025-12-15 15:20:00.000000000,2,0 days 00:20:00,22,76.5999984741211,81.13333129882812,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:08.571428571,2,0 days 00:20:08.571428571,22,85.69999694824219,81.13333129882812,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:17.142857142,2,0 days 00:20:17.142857142,22,81.0999984741211,81.13333129882812,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:25.714285714,2,0 days 00:20:25.714285714,22,80.30000305175781,87.0,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:34.285714285,2,0 days 00:20:34.285714285,22,90.5,87.0,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:42.857142857,2,0 days 00:20:42.857142857,22,90.19999694824219,87.0,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:20:51.428571428,2,0 days 00:20:51.428571428,22,81.80000305175781,81.80000305175781,2,718.8714476611889,44.6509228091982,58.183534704406874,63.08519588253216,0.06211252784411966,50.0,662.9834254143647,783.2898328355801
2025-12-15 15:21:00.000000000,2,0 days 00:21:00,23,81.80000305175781,81.06666564941406,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:08.571428571,2,0 days 00:21:08.571428571,23,78.19999694824219,81.06666564941406,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:17.142857142,2,0 days 00:21:17.142857142,23,83.19999694824219,81.06666564941406,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:25.714285714,2,0 days 00:21:25.714285714,23,79.9000015258789,80.6999994913737,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:34.285714285,2,0 days 00:21:34.285714285,23,79.0,80.6999994913737,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:42.857142857,2,0 days 00:21:42.857142857,23,83.19999694824219,80.6999994913737,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:21:51.428571428,2,0 days 00:21:51.428571428,23,88.0999984741211,88.0999984741211,2,733.5063024252678,29.371768871713577,34.89354198034325,37.004918057211405,0.04004296728548706,0.0,681.0442796729977,767.2634570524584
2025-12-15 15:22:00.000000000,2,0 days 00:22:00,24,88.0999984741211,86.73333231608073,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:08.571428571,2,0 days 00:22:08.571428571,24,88.5,86.73333231608073,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:17.142857142,2,0 days 00:22:17.142857142,24,83.5999984741211,86.73333231608073,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:25.714285714,2,0 days 00:22:25.714285714,24,93.5999984741211,87.46666717529297,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:34.285714285,2,0 days 00:22:34.285714285,24,85.30000305175781,87.46666717529297,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:42.857142857,2,0 days 00:22:42.857142857,24,83.5,87.46666717529297,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:22:51.428571428,2,0 days 00:22:51.428571428,24,77.80000305175781,77.80000305175781,2,701.5586008307158,40.91848784191403,48.92166171465163,51.00010184801064,0.05832511752184697,50.0,641.0256514757214,771.2081959699146
2025-12-15 15:23:00.000000000,2,0 days 00:23:00,25,77.80000305175781,80.06666564941406,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:08.571428571,2,0 days 00:23:08.571428571,25,79.19999694824219,80.06666564941406,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:17.142857142,2,0 days 00:23:17.142857142,25,83.19999694824219,80.06666564941406,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:25.714285714,2,0 days 00:23:25.714285714,25,84.5,83.86666615804036,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:34.285714285,2,0 days 00:23:34.285714285,25,86.9000015258789,83.86666615804036,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:42.857142857,2,0 days 00:23:42.857142857,25,80.19999694824219,83.86666615804036,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
2025-12-15 15:23:51.428571428,2,0 days 00:23:51.428571428,25,88.30000305175781,88.30000305175781,2,725.4395980112962,34.71770726799627,40.940920269946815,41.605943627038414,0.04785747478242242,33.33333333333333,679.501675269824,771.2081959699146
