PC1,PC2,PC3,PC4,label
-0.2575101540468009,3.3343198381245966,-0.6762996414115818,-0.6466915638664807,1
-0.7156625573404949,2.3255908821293385,-0.8465721190880718,-0.792996183513985,1
-0.7412104106914195,-0.13845659324891663,-1.6639398661175335,-0.4206511125012268,1
-0.6367305308162928,-0.03471556519739411,-1.2668189909462981,-1.2364377124046826,1
-0.3404769850732293,0.5801824952332106,-1.3600741744221012,-0.3030737923296974,1
-1.0336793905219832,0.7720354961529952,-0.9530570820413475,-1.0184085840991839,1
-0.8514008130203579,0.05216297307633311,-1.0401104357417854,-1.181905094981001,1
0.4736914171347234,-2.2831013116343977,-2.0751806465383336,-0.26537764281537707,1
-0.16330242693838762,1.2351602948399962,-0.8485187322507819,-0.33870667429552076,1
1.0431070671487064,-1.2268399919582296,-1.9417119823099669,0.5885024607203735,1
-1.0989996777093518,-0.07324332709085492,-0.8722354710464012,-1.0587462705047566,1
-1.5844641310937186,-0.5105274075797148,-0.8873582067631455,-1.1258554530240814,1
-0.16743505682056112,0.14916330715199977,-0.9189683812647219,-0.4117362868575525,1
-0.7211337102788946,1.110860726523728,-0.427829265570506,-0.7941571729485463,1
-0.9162695015944883,-0.8025979140556867,-0.9488970875275446,-0.580037359231019,1
-0.6523550520588849,0.3063102694752057,-0.46756715076442223,-0.9577610276121372,1
-0.1906286218872135,1.2456793732959563,-0.4772761168843189,-0.050247200753965604,1
-0.5671003402578226,0.3754892720295988,-0.6346456925143801,-0.1542969725771018,2
0.7978799536076797,1.0582082525651137,-0.5834728060651717,0.46788575197139043,2
0.3802154583081103,1.8343291095350882,-0.2501648465631312,0.1753307901365379,2
1.147456938214388,0.3504604715949808,-0.8988366042636958,1.056999166846693,2
0.06060413353013826,1.7804284213156436,0.02976609076440664,-0.36128482563902353,2
0.654413360922919,-0.6967344850127963,-1.0485398886437234,0.9551445997476358,2
0.5029059389376356,1.1106911498770873,-0.39206664853126755,0.7398069111261999,2
1.1407964822225996,0.0048714381463744755,-0.710441359718067,0.6399033928105204,2
-0.3177877453560406,1.4503927913410903,0.20839499581596269,-0.3465094717149147,2
-0.031578996486099735,2.6679661315861556,0.5477064688131652,-0.10883868982729235,3
0.4315858415365255,4.522922612427604,0.9963437572435466,0.2810364340678312,3
0.27646376735325606,-0.2771812494368772,-0.4106111376323457,0.5662257082642265,3
1.7760132459202085,2.8724414076984432,-0.07057412258204408,2.0243746901144646,3
16.145410066604892,-1.0492238660442832,1.238710504346797,-2.4947681526173517,1
-1.5934947518770752,-2.703421899047966,-0.25367503461098556,-1.1259858834782082,2
-0.2795222448439077,1.6408156933089753,0.5869921631545717,-0.09711568348342416,2
1.9595713404872477,1.9810241764925458,-0.2138039034708901,2.504184730933852,3
0.7647164770075962,2.362416581773682,0.7609976852049712,0.5221484753457426,3
2.823221332845669,-2.1355330409024234,-1.059601179260125,1.6848073444400737,3
0.06232299638745454,0.7146542373038455,0.5892548518090793,0.18040681173435721,1
-0.08100458239375448,-0.5177704294616032,0.13103370792105345,0.6418795696914273,1
-1.0255592987941322,-0.8959975556853195,0.30565310874577506,0.023520621554913072,1
-1.7219466613557177,0.1299452184069709,0.8077953146636534,-0.33194651441609163,1
-1.5088404881939288,0.2557186137738269,0.8541730516733799,-0.25154300193965534,1
-1.1701931503637466,-1.5219905328745422,0.5650641139101991,-0.694701033014255,1
-1.2720152049495295,-0.8721885587289248,0.6304323142512329,-0.35291944307324724,1
0.658017773009477,-4.217152622441328,-0.686951294863784,0.7540381555065891,2
-1.5823922529801642,-1.8087775019661816,0.6898125033645184,-0.6729531277593314,2
-1.2688319908117034,-0.20152962610231487,1.0553049487537294,-0.2782154768951996,2
-1.6204938092390169,-1.7602890695469025,0.7763925734176619,-0.5705908038942498,2
-1.1474086140579944,-1.8274117890758164,0.5671049603055556,0.1643380788366939,2
0.727868311942991,-2.6823226926700325,-0.3727594038445159,2.229939128599534,2
-0.962577317078351,0.31934374376722946,1.3627062105296763,-0.06624880516841371,2
-1.1345379931945712,0.03873144436714655,1.331108510786608,-0.055568299823677884,2
-0.8280004434024705,-1.6477705700983682,0.8604109449922105,0.16137120764388876,1
3.166107270213285,-0.7350916595139055,0.6630604531003347,1.7715717301932623,1
-0.6845032717544017,0.234665427721188,1.502611584918798,0.06327021775822585,1
-0.3106675841862851,-1.7437483669331721,0.9044757731289353,0.28727618516522063,1
-1.0873832604469917,0.5259550494113947,1.7226620859875323,0.14026501782287787,1
-1.6664555193917094,-0.7003770797080565,1.5395089809467304,-0.08393238735589717,1
-0.676859498903835,-1.6747335855424252,0.9302923309091554,0.9797975195651553,1
-0.9112857647116923,-0.9997351008901417,1.6004736526898593,-0.17196929090089322,1
-1.4706693684124863,-1.604473507998771,1.5003156311038885,-0.20184770528024487,1
